Phase,PotPcnt,StackPcnt,BetPcnt,AvgBetAmt,BetAmtStdDev,AIPcnt,FoldPcnt,AvgFoldAmt
FLOP,LOW,LOW,0.875,117.85714285714286,263.11129018042567,0.0,0.25,650.0
PREFLOP,LOW,MEDIUM,1.0,75.0,25.0,0.0,0.5,300.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.46511627906976744,593.1,651.7620654809546,0.0,0.6511627906976745,869.5
PREFLOP,LOW,HIGH,0.0,0.0,0.0,0.0,1.0,650.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,787.5,841.7801078666566,0.0,0.3333333333333333,150.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,100.0,200.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.15384615384615385,375.0,175.0,0.0,0.9230769230769231,366.6666666666667
PREFLOP,LOW,MEDIUM,1.0,175.0,0.0,0.0,0.0,0.0
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5714285714285714,1500.0,1682.2603841260723,0.0,0.42857142857142855,1645.6666666666667
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,3285.3333333333335,4646.162956916408,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4827586206896552,358.92857142857144,483.9944604591069,0.0,0.5517241379310345,610.9375
PREFLOP,LOW,HIGH,1.0,2600.0,600.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.4375,653.7142857142857,1045.5978077206378,0.0,0.5625,996.4444444444445
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,47.61904761904762,212.95885499997993,0.0,0.047619047619047616,300.0
PREFLOP,LOW,LOW,0.3611111111111111,435.38461538461536,698.7677933291453,0.0,0.6736111111111112,440.88659793814435
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,200.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.75,345.8333333333333,232.0275965387642,0.0,0.5,762.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.8333333333333334,960.0,542.5863986500215,0.0,0.3333333333333333,800.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,250.0
PREFLOP,LOW,MEDIUM,1.0,800.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,400.0,0.0,0.0,0.75,825.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.5,413.3333333333333,513.8309276622247,0.0,0.5,273.3333333333333
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,600.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3076923076923077,128.5,74.27482749895822,0.0,0.7692307692307693,172.7
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,362.5,278.1074432660874,0.0,0.75,291.6666666666667
PREFLOP,LOW,MEDIUM,0.8,1750.0,1904.599695474091,0.0,0.4,1600.0
TURN,LOW,LOW,1.0,3312.0,0.0,0.0,0.0,0.0
RIVER,MEDIUM,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,1856.0,1856.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,100.0,0.0,0.0,0.6666666666666666,375.0
FLOP,LOW,LOW,1.0,500.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,316.6666666666667,277.8888666755511,0.0,0.7777777777777778,321.42857142857144
TURN,LOW,LOW,1.0,3850.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,1533.3333333333333,449.6912521077347,0.0,0.75,2481.222222222222
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.5,130.0
PREFLOP,LOW,LOW,0.6666666666666666,45.0,39.05124837953327,0.0,0.3333333333333333,47.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.4444444444444444,449.0833333333333,584.6516709878532,0.0,0.7037037037037037,659.4736842105264
TURN,LOW,LOW,1.0,125.0,176.7766952966369,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,322.22222222222223,404.90815907308,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3624161073825503,831.3888888888889,1261.8985904061924,0.0,0.697986577181208,523.7211538461538
PREFLOP,LOW,HIGH,1.0,1960.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6666666666666666,195.83333333333334,112.19093348196883,0.0,0.4444444444444444,287.5
PREFLOP,LOW,MEDIUM,1.0,400.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7142857142857143,448.0,463.8120308918258,0.0,0.42857142857142855,475.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,1000.0,600.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.7,139.28571428571428,144.03443465833763,0.0,0.5,246.0
PREFLOP,LOW,MEDIUM,0.5,800.0,0.0,0.0,0.5,800.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.5,550.0
PREFLOP,LOW,LOW,0.17391304347826086,950.0,554.5268253204708,0.0,0.8695652173913043,783.9
PREFLOP,LOW,LOW,0.4,250.0,150.0,0.0,0.6,133.33333333333334
PREFLOP,LOW,MEDIUM,0.25,80.0,0.0,0.0,0.75,333.3333333333333
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,116.66666666666667,260.8745973749755,0.0,0.3333333333333333,1665.0
PREFLOP,LOW,LOW,0.36538461538461536,337.63157894736844,396.44926807936577,0.0,0.7884615384615384,411.3170731707317
FLOP,LOW,LOW,1.0,745.6666666666666,1054.531913009538,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5555555555555556,869.0,998.5834967592846,0.0,0.6111111111111112,667.7272727272727
PREFLOP,LOW,LOW,1.0,350.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,33.333333333333336,9.428090415820632,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.8571428571428571,432.8333333333333,242.92894480119534,0.0,0.2857142857142857,60.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.5,330.0
PREFLOP,LOW,MEDIUM,1.0,35.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3,227.77777777777777,130.4503121905704,0.0,0.7666666666666667,277.82608695652175
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8888888888888888,606.25,434.76825723596704,0.0,0.1111111111111111,800.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4090909090909091,177.77777777777777,191.64653678511488,0.0,0.7272727272727273,206.25
PREFLOP,LOW,HIGH,1.0,200.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,1600.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.375,916.6666666666666,516.9354139756941,0.0,0.875,1691.0
PREFLOP,LOW,MEDIUM,0.4,600.0,200.0,0.0,0.6,391.6666666666667
PREFLOP,LOW,MEDIUM,1.0,3093.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.26666666666666666,431.25,465.4886545341358,0.0,0.8666666666666667,334.6923076923077
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.75,233.33333333333334,124.72191289246472,0.0,0.25,400.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.25,400.0,0.0,0.0,0.75,66.66666666666667
PREFLOP,LOW,LOW,0.5,37.5,12.5,0.0,0.75,175.0
PREFLOP,LOW,LOW,0.3333333333333333,1500.0,700.0,0.0,0.6666666666666666,134.5
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7142857142857143,244.0,143.33178293735133,0.0,0.42857142857142855,383.3333333333333
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,15.0,30.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.45714285714285713,558.375,1014.4769511304828,0.0,0.5714285714285714,268.5
PREFLOP,LOW,HIGH,0.5,800.0,0.0,0.0,0.5,578.0
PREFLOP,LOW,MEDIUM,0.75,666.6666666666666,188.56180831641268,0.0,0.25,100.0
FLOP,LOW,LOW,1.0,25.0,25.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,114.16666666666667,200.133635909165,0.0,0.5,136.66666666666666
PREFLOP,LOW,MEDIUM,0.5384615384615384,528.5714285714286,486.13427220495873,0.0,0.5384615384615384,371.42857142857144
FLOP,LOW,HIGH,1.0,400.0,400.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,375.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,350.0,350.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5263157894736842,571.75,504.2798702109772,0.0,0.5263157894736842,448.5
FLOP,LOW,LOW,0.8,40.25,53.340299024283695,0.0,0.2,400.0
PREFLOP,LOW,HIGH,0.8571428571428571,2936.6666666666665,3192.7087071777923,0.0,0.14285714285714285,2560.0
PREFLOP,LOW,LOW,0.4,1500.0,700.0,0.0,0.6,516.6666666666666
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,400.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.5,24.0
PREFLOP,LOW,LOW,0.2727272727272727,74.33333333333333,88.86819203492077,0.0,0.7272727272727273,39.375
PREFLOP,LOW,HIGH,0.75,61.333333333333336,51.051172584204394,0.0,0.5,81.0
PREFLOP,LOW,MEDIUM,1.0,100.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4,75.0,25.0,0.0,0.6,141.66666666666666
PREFLOP,LOW,MEDIUM,1.0,400.0,396.41248358604594,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,800.0,1022.2524150130437,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4166666666666667,377.0,284.45737817817275,0.0,0.5833333333333334,339.2857142857143
PREFLOP,LOW,HIGH,0.5,1200.0,400.0,0.0,0.5,600.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,1856.5
PREFLOP,LOW,LOW,0.5,125.0,75.0,0.0,0.75,791.6666666666666
PREFLOP,LOW,MEDIUM,1.0,1800.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,550.0,550.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.45454545454545453,780.0,973.6186796345545,0.0,0.5454545454545454,421.44444444444446
PREFLOP,LOW,MEDIUM,0.5,750.0,650.0,0.0,0.75,233.33333333333334
TURN,LOW,LOW,0.5,0.0,0.0,0.0,0.5,0.0
FLOP,LOW,LOW,1.0,50.0,50.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.47619047619047616,260.0,272.7636339397171,0.0,0.5714285714285714,905.1666666666666
PREFLOP,LOW,MEDIUM,0.5,1600.0,0.0,0.0,0.5,3200.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.4,287.5
PREFLOP,LOW,LOW,0.4666666666666667,800.0,537.1884479132333,0.0,0.5333333333333333,562.5
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8695652173913043,372.9,441.5334528662579,0.0,0.17391304347826086,462.5
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,94.61538461538461,181.1338385162234,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5483870967741935,439.2352941176471,549.9709114673317,0.0,0.5161290322580645,539.375
PREFLOP,LOW,HIGH,1.0,1000.0,600.0,0.0,0.0,0.0
RIVER,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.9545454545454546,341.8095238095238,381.73571249623916,0.0,0.045454545454545456,160.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,HIGH,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,29.41176470588235,117.6470588235294,0.0,0.0,0.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,24.615384615384617,85.27019360339085,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,94.0,258.4149487051508,0.0,0.02857142857142857,2687.0
PREFLOP,LOW,LOW,0.6142857142857143,574.1860465116279,824.1487152945027,0.007142857142857143,0.4142857142857143,556.0862068965517
PREFLOP,LOW,MEDIUM,0.3,373.3333333333333,212.4983660067897,0.0,0.7,765.7142857142857
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,0.6666666666666666,1914.0,1764.0,0.0,0.3333333333333333,800.0
FLOP,LOW,LOW,1.0,226.25,309.62426826720156,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.38461538461538464,2889.0,3739.251796817112,0.0,0.6153846153846154,589.5
PREFLOP,LOW,MEDIUM,0.5555555555555556,152.0,96.0,0.0,0.5555555555555556,132.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3,615.8333333333334,799.3665026479129,0.0,0.8,502.1875
PREFLOP,LOW,HIGH,0.6666666666666666,920.0,360.0,0.0,0.3333333333333333,400.0
PREFLOP,LOW,LOW,0.25,160.0,0.0,0.0,0.75,113.33333333333333
FLOP,LOW,LOW,1.0,75.0,75.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.8,47.5,36.99662146737185,0.0,0.3,236.66666666666666
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,17.333333333333332,24.51303508113365,0.0,0.6666666666666666,79.5
PREFLOP,LOW,LOW,0.3333333333333333,209.5,115.64925421290013,0.0,0.8333333333333334,455.8
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,5000.0
FLOP,LOW,LOW,1.0,1118.5,1118.5,0.0,0.5,500.0
PREFLOP,LOW,LOW,0.2777777777777778,1220.0,895.3211714239757,0.0,0.7222222222222222,690.3846153846154
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6,201.66666666666666,161.26238109229183,0.0,0.6,26.666666666666668
TURN,LOW,LOW,1.0,1225.0,1225.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3225806451612903,414.15,535.5972624089859,0.0,0.7580645161290323,531.8936170212766
PREFLOP,LOW,HIGH,1.0,10.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,933.3333333333334
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,0.75,0.0,0.0,0.0,0.25,700.0
PREFLOP,LOW,LOW,0.5,340.8,287.99055540069367,0.0,0.5,68.4
PREFLOP,LOW,LOW,0.2857142857142857,10.0,0.0,0.0,1.0,120.71428571428571
PREFLOP,LOW,MEDIUM,1.0,100.0,0.0,0.0,0.0,0.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6666666666666666,60.0,20.0,0.0,0.3333333333333333,2050.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,350.0,86.60254037844386,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.6666666666666666,783.3333333333334,323.6081306491266,0.0,0.3333333333333333,483.3333333333333
FLOP,LOW,LOW,0.8333333333333334,360.0,349.85711369071805,0.0,0.16666666666666666,800.0
PREFLOP,LOW,HIGH,1.0,1000.0,600.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,1.0,200.0,0.0,0.0,1.0,500.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4375,373.57142857142856,370.1805957494095,0.0,0.6875,368.1818181818182
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,700.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.5,333.3333333333333,102.74023338281629,0.0,0.5,341.6666666666667
PREFLOP,LOW,HIGH,1.0,400.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3333333333333333,400.0,0.0,0.0,0.6666666666666666,625.0
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,400.0,0.0,0.0,0.3333333333333333,550.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2,150.0,0.0,0.0,1.0,185.0
PREFLOP,LOW,HIGH,1.0,450.0,350.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.2,160.0,0.0,0.0,0.8,520.0
FLOP,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3076923076923077,400.0,337.26843908080104,0.0,0.6923076923076923,302.77777777777777
PREFLOP,LOW,HIGH,1.0,800.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.3333333333333333,800.0,0.0,0.0,0.6666666666666666,213.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,275.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,1440.0
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3125,998.0,1271.6194399268988,0.0625,0.625,917.0
FLOP,LOW,LOW,1.0,400.0,400.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.6666666666666666,240.0,160.0,0.0,0.6666666666666666,440.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.25,24.0
PREFLOP,LOW,LOW,0.38636363636363635,250.1764705882353,262.83124429142464,0.0,0.6590909090909091,240.44827586206895
PREFLOP,LOW,HIGH,0.3333333333333333,160.0,0.0,0.0,0.6666666666666666,120.0
TURN,LOW,MEDIUM,1.0,550.0,550.0,0.0,0.0,0.0
PREFLOP,LOW,MEDIUM,0.7142857142857143,880.0,545.5272678794342,0.0,0.2857142857142857,200.0
RIVER,LOW,MEDIUM,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,MEDIUM,0.6666666666666666,94.0,94.0,0.0,0.3333333333333333,300.0
FLOP,LOW,LOW,1.0,70.0,140.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.525,646.6666666666666,583.1469089863355,0.0,0.575,736.2173913043479
PREFLOP,LOW,HIGH,1.0,1600.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.0,0.0,0.0,0.0,1.0,275.0
FLOP,LOW,LOW,1.0,400.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,1.0,100.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,1.0,1200.0
PREFLOP,LOW,LOW,0.14285714285714285,1550.0,0.0,0.0,0.8571428571428571,716.6666666666666
RIVER,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,150.0
PREFLOP,LOW,MEDIUM,1.0,605.0,175.26170907151015,0.0,0.0,0.0
TURN,LOW,HIGH,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,HIGH,1.0,315.0,445.47727214752496,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,300.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.625,386.0,203.33224043422135,0.0,0.375,348.3333333333333
PREFLOP,LOW,HIGH,0.8,662.5,385.2515412039256,0.0,0.2,800.0
PREFLOP,LOW,MEDIUM,0.0,0.0,0.0,0.0,1.0,4882.0
PREFLOP,LOW,LOW,0.14285714285714285,1600.0,0.0,0.0,0.8571428571428571,687.8333333333334
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4444444444444444,1037.5,668.3702192647426,0.0,0.6666666666666666,887.5
RIVER,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.8571428571428571,341.6666666666667,218.74007914011145,0.0,0.2857142857142857,325.0
FLOP,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.4,400.0,240.0,0.0,0.6,66.66666666666667
PREFLOP,LOW,MEDIUM,0.3333333333333333,641.0,0.0,0.0,0.6666666666666666,136.0
TURN,LOW,LOW,1.0,0.0,0.0,0.0,0.0,0.0
FLOP,LOW,LOW,1.0,420.0,790.9487973314075,0.0,0.0,0.0
PREFLOP,LOW,LOW,0.3783783783783784,1294.642857142857,1562.7693645367808,0.0,0.6756756756756757,869.84
PREFLOP,LOW,HIGH,0.5,512.0,0.0,0.0,0.5,256.0
FLOP,LOW,LOW,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,250.0
