Phase	Pot%	Stack%	Check%	Bet%	Call%	Raise%	AvgBetAmt	AvgBetStdDev	AllIn%	Fold%	AvgFoldAmt	cluster
PREFLOP FLOP TURN RIVER	LOW MEDIUM	LOW HIGH MEDIUM	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	1 2
												class
PREFLOP	LOW	LOW	0.000000000000000000	0.153846159577369690	0.230769231915473940	0.076923079788684845	0.00698487	0.0107465	0.0	0.692307710647583010	0.00416984	2
PREFLOP	LOW	LOW	0.079999998211860657	0.239999994635581970	0.100000001490116120	0.000000000000000000	0.00859445	0.0148032	0.0	0.740000009536743160	0.00373019	2
PREFLOP	LOW	LOW	0.000000000000000000	0.200000002980232240	0.500000000000000000	0.300000011920928960	0.0027098	0.00278433	0.0	0.200000002980232240	0.0042147	1
PREFLOP	LOW	LOW	0.108108110725879670	0.243243247270584110	0.243243247270584110	0.000000000000000000	0.00299858	0.00342967	0.0	0.540540516376495360	0.00351523	2
PREFLOP	LOW	LOW	0.075000002980232239	0.300000011920928960	0.524999976158142090	0.000000000000000000	0.00400181	0.00502956	0.0	0.349999994039535520	0.00538469	1
PREFLOP	LOW	LOW	0.041666667908430099	0.166666671633720400	0.500000000000000000	0.000000000000000000	0.00471982	0.00617574	0.0	0.416666656732559200	0.00236944	1
PREFLOP	LOW	LOW	0.111111111938953400	0.333333343267440800	0.277777791023254390	0.000000000000000000	0.00163351	0.00104535	0.0	0.500000000000000000	0.00562835	2
PREFLOP	LOW	LOW	0.103448279201984410	0.379310339689254760	0.413793116807937620	0.034482758492231369	0.00287417	0.00443206	0.0	0.344827592372894290	0.00703134	1
PREFLOP	LOW	LOW	0.072072073817253113	0.261261254549026490	0.189189195632934570	0.036036036908626556	0.00386873	0.00499864	0.0	0.666666686534881590	0.00491562	2
PREFLOP	LOW	LOW	0.000000000000000000	0.200000002980232240	0.500000000000000000	0.000000000000000000	0.00229586	0.00171516	0.0	0.500000000000000000	0.00303141	1
PREFLOP	LOW	LOW	0.125000000000000000	0.395833343267440800	0.416666656732559200	0.000000000000000000	0.0041083	0.00498996	0.0	0.333333343267440800	0.00497814	1
PREFLOP	LOW	LOW	0.086956523358821869	0.391304343938827510	0.434782594442367550	0.086956523358821869	0.00156029	0.00119485	0.0	0.304347813129425050	0.00358827	1
PREFLOP	LOW	LOW	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.000000000000000000	0.00167084	0	0.0	1.000000000000000000	0.00602929	2
PREFLOP	LOW	LOW	0.000000000000000000	0.200000002980232240	0.200000002980232240	0.000000000000000000	0.000476588	1.70352e-007	0.0	1.000000000000000000	0.00391348	2
PREFLOP	LOW	LOW	0.333333343267440800	0.333333343267440800	0.000000000000000000	0.000000000000000000	0.00578035	0	0.0	0.333333343267440800	0.00777091	2
PREFLOP	LOW	LOW	0.076923079788684845	0.461538463830947880	0.615384638309478760	0.076923079788684845	0.00350723	0.00376416	0.0	0.153846159577369690	0.00085713	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.400000005960464480	0.200000002980232240	0.00151814	0.00143907	0.0	0.600000023841857910	0.00553152	2
PREFLOP	LOW	LOW	0.057377047836780548	0.241803273558616640	0.225409835577011110	0.040983606129884720	0.00452406	0.00621914	0.0	0.635245919227600100	0.00444121	2
PREFLOP	LOW	LOW	0.000000000000000000	0.210526317358016970	0.578947365283966060	0.052631579339504242	0.00248347	0.00277682	0.0	0.368421047925949100	0.00565264	1
PREFLOP	LOW	LOW	0.016666667535901070	0.183333337306976320	0.183333337306976320	0.016666667535901070	0.00296575	0.00363976	0.0	0.766666650772094730	0.00522781	2
PREFLOP	LOW	LOW	0.072164945304393768	0.216494843363761900	0.226804122328758240	0.000000000000000000	0.00220575	0.00281846	0.0	0.639175236225128170	0.00472501	2
PREFLOP	LOW	LOW	0.028571428731083870	0.157142862677574160	0.257142871618270870	0.014285714365541935	0.00505087	0.00721085	0.0	0.671428561210632320	0.00360591	2
PREFLOP	LOW	LOW	0.066666670143604279	0.233333334326744080	0.166666671633720400	0.000000000000000000	0.00316354	0.00334495	0.0	0.699999988079071040	0.005731	2
PREFLOP	LOW	LOW	0.142857149243354800	0.357142865657806400	0.142857149243354800	0.000000000000000000	0.00182959	0.000873255	0.0	0.571428596973419190	0.00533299	2
PREFLOP	LOW	LOW	0.086956523358821869	0.217391297221183780	0.043478261679410934	0.000000000000000000	0.00193467	0.00219366	0.0	0.782608687877655030	0.00333827	2
PREFLOP	LOW	LOW	0.000000000000000000	0.166666671633720400	0.500000000000000000	0.000000000000000000	0.00335228	0.00328701	0.0	0.500000000000000000	0.00838112	1
PREFLOP	LOW	LOW	0.000000000000000000	0.125000000000000000	0.500000000000000000	0.125000000000000000	0.00352127	0.00257196	0.0	0.375000000000000000	0.00548457	1
PREFLOP	LOW	LOW	0.000000000000000000	0.375000000000000000	0.437500000000000000	0.000000000000000000	0.00154961	0.00150904	0.0	0.562500000000000000	0.0036631	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	0.000000000000000000	0.000500626	0	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.111111111938953400	0.222222223877906800	0.000000000000000000	0.0012913	0.000621272	0.0	0.777777791023254390	0.00322186	2
PREFLOP	LOW	LOW	0.071428574621677399	0.071428574621677399	0.142857149243354800	0.000000000000000000	0.00430356	0.00251717	0.0	0.714285731315612790	0.00450128	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.00533136	2
PREFLOP	LOW	LOW	0.125000000000000000	0.303571432828903200	0.142857149243354800	0.035714287310838699	0.00212487	0.00193897	0.0	0.571428596973419190	0.00242224	2
PREFLOP	LOW	LOW	0.075000002980232239	0.266666680574417110	0.349999994039535520	0.066666670143604279	0.00357471	0.00491669	0.0	0.433333337306976320	0.00356862	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.500000000000000000	0.0086039	0.0040144	0.0	0.500000000000000000	0.0067117	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	1.000000000000000000	1.000000000000000000	0.00538304	0.00380638	0.0	0.000000000000000000	0	1
PREFLOP	LOW	LOW	0.000000000000000000	0.285714298486709590	0.571428596973419190	0.000000000000000000	0.00237597	0.0011915	0.0	0.428571432828903200	0.00367476	1
PREFLOP	LOW	LOW	0.000000000000000000	0.142857149243354800	0.285714298486709590	0.000000000000000000	0.00892142	0.00773466	0.0	0.714285731315612790	0.00999931	2
PREFLOP	LOW	LOW	0.000000000000000000	0.125000000000000000	0.000000000000000000	0.000000000000000000	0.00050025	0	0.0	1.000000000000000000	0.00296641	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.00229568	2
PREFLOP	LOW	LOW	0.095238097012042999	0.285714298486709590	0.333333343267440800	0.238095238804817200	0.00353341	0.00305574	0.0	0.285714298486709590	0.00410423	1
PREFLOP	LOW	LOW	0.032258063554763794	0.241935476660728450	0.274193555116653440	0.032258063554763794	0.00598179	0.00902578	0.0	0.629032254219055180	0.00402443	2
PREFLOP	LOW	LOW	0.071428574621677399	0.214285716414451600	0.224489793181419370	0.040816325694322586	0.00557179	0.0120046	0.0	0.602040827274322510	0.00355911	2
PREFLOP	LOW	LOW	0.250000000000000000	0.500000000000000000	0.000000000000000000	0.000000000000000000	0.00116005	0.000431986	0.0	0.500000000000000000	0.00303905	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.011976	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.500000000000000000	0.000000000000000000	0.000668003	0	0.0	1.000000000000000000	0.00356713	2
PREFLOP	LOW	LOW	0.159999996423721310	0.280000001192092900	0.159999996423721310	0.000000000000000000	0.00140937	0.000878495	0.0	0.519999980926513670	0.00262628	2
PREFLOP	LOW	LOW	0.000000000000000000	0.125000000000000000	0.000000000000000000	0.000000000000000000	0.00050025	0	0.0	1.000000000000000000	0.00667913	2
PREFLOP	LOW	LOW	0.000000000000000000	0.250000000000000000	0.250000000000000000	0.000000000000000000	0.00052687	0.000372554	0.0	0.750000000000000000	0.00253503	2
PREFLOP	LOW	LOW	0.000000000000000000	0.666666686534881590	0.666666686534881590	0.333333343267440800	0.00897702	0.0155763	0.0	0.333333343267440800	0.00749064	1
PREFLOP	LOW	LOW	0.000000000000000000	0.333333343267440800	0.500000000000000000	0.166666671633720400	0.00401621	0.00589732	0.0	0.333333343267440800	0.00864786	1
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.00682147	2
PREFLOP	LOW	LOW	0.000000000000000000	0.666666686534881590	0.333333343267440800	0.000000000000000000	0.00475711	0.005914	0.0	0.666666686534881590	0.00585387	2
PREFLOP	LOW	LOW	0.062500000000000000	0.125000000000000000	0.062500000000000000	0.020833333954215050	0.00326759	0.00449611	0.0	0.791666686534881590	0.00346452	2
PREFLOP	LOW	LOW	0.052631579339504242	0.315789461135864260	0.578947365283966060	0.000000000000000000	0.00186273	0.00122853	0.0	0.315789461135864260	0.00227122	1
PREFLOP	LOW	LOW	0.200000002980232240	0.333333343267440800	0.000000000000000000	0.000000000000000000	0.00224434	0.00261986	0.0	0.600000023841857910	0.00288828	2
PREFLOP	LOW	LOW	0.000000000000000000	0.000000000000000000	0.000000000000000000	0.000000000000000000	0	0	0.0	1.000000000000000000	0.00280774	2
